feature,source_name,row_count,ticker_count,date_count,numeric_parse_rate
nz_labor_labor_force_age15_plus_male,nz_labor_stats,196,0,28,1.0
nz_labor_labor_force_age15_plus_total,nz_labor_stats,196,0,28,1.0
nz_labor_labor_force_age15to24_male,nz_labor_stats,196,0,28,1.0
nz_labor_lfparticipation_gap_age15_plus_male,nz_labor_stats,196,0,28,1.0
nz_labor_lfparticipation_rate_age15_plus_female,nz_labor_stats,196,0,28,1.0
nz_labor_lfparticipation_rate_age15_plus_male,nz_labor_stats,196,0,28,1.0
nz_labor_lfparticipation_rate_age15_plus_total,nz_labor_stats,196,0,28,1.0
nz_labor_unemployment_age15_plus_female,nz_labor_stats,196,0,28,1.0
nz_labor_unemployment_age15_plus_male,nz_labor_stats,196,0,28,1.0
nz_labor_unemployment_age15_plus_total,nz_labor_stats,196,0,28,1.0
nz_labor_unemployment_rate_age15_plus_female,nz_labor_stats,196,0,28,1.0
nz_labor_unemployment_rate_age15_plus_male,nz_labor_stats,196,0,28,1.0
nz_labor_unemployment_rate_age15_plus_total,nz_labor_stats,196,0,28,1.0
nz_labor_youth_unemployment_ratio_age15_plus_male,nz_labor_stats,196,0,28,1.0
annual_selling_and_marketing_expense,yf_finances,179,54,34,1.0
annual_other_gand_a,yf_finances,169,54,28,1.0
annual_total_unusual_items,yf_finances,155,60,29,1.0
annual_total_unusual_items_excluding_goodwill,yf_finances,155,60,29,1.0
annual_special_income_charges,yf_finances,153,60,29,1.0
nz_labor_employment_age15to64_female,nz_labor_stats,152,0,26,1.0
nz_labor_employment_age15to64_male,nz_labor_stats,152,0,26,1.0
nz_labor_employment_age15to64_total,nz_labor_stats,152,0,26,1.0
nz_labor_employment_pop_ratio_age15to64_female,nz_labor_stats,152,0,26,1.0
nz_labor_employment_pop_ratio_age15to64_male,nz_labor_stats,152,0,26,1.0
nz_labor_employment_pop_ratio_age15to64_total,nz_labor_stats,152,0,26,1.0
nz_labor_employment_pop_ratio_gap_age15to64_male,nz_labor_stats,152,0,26,1.0
nz_labor_labor_force_age15to64_female,nz_labor_stats,152,0,26,1.0
nz_labor_labor_force_age15to64_male,nz_labor_stats,152,0,26,1.0
nz_labor_labor_force_age15to64_total,nz_labor_stats,152,0,26,1.0
